Country,Crop,Soil Type,Temperature,Season,Category
Rwanda,Tobacco,Red Soil,27 to 35,Summer,Cash Crop
Rwanda,Peanut,Laterite Soil,28 to 34,Rabi,Nut
Rwanda,Lettuce,Alluvial Soil,25 to 36,Summer,Leafy Green
Rwanda,Coffee,Black Soil,28 to 32,Kharif,Beverage
Rwanda,Ginger,Clayey Soil,24 to 37,Kharif,Spice
Rwanda,Carrot,Laterite Soil,21 to 32,Spring,Vegetable
Rwanda,Jute,Clayey Soil,27 to 38,Autumn,Cash Crop
Rwanda,Cotton,Clayey Soil,20 to 37,Zaid,Cash Crop
Rwanda,Ginger,Sandy Soil,25 to 35,Year-round,Spice
Rwanda,Carrot,Sandy Soil,27 to 33,Winter,Vegetable
Rwanda,Turmeric,Alluvial Soil,24 to 36,Year-round,Spice
Rwanda,Potato,Alluvial Soil,21 to 29,Winter,Vegetable
Rwanda,Coffee,Alluvial Soil,25 to 38,Autumn,Beverage
Rwanda,Sugarcane,Silty Soil,20 to 29,Rabi,Cash Crop
Rwanda,Lettuce,Red Soil,23 to 29,Spring,Leafy Green
Rwanda,Cumin,Red Soil,20 to 34,Winter,Spice
Rwanda,Coriander,Andosol,20 to 35,Summer,Spice
Rwanda,Lettuce,Silty Soil,23 to 34,Wet Season,Leafy Green
Rwanda,Cabbage,Red Soil,25 to 30,Rabi,Vegetable
Rwanda,Orange,Alluvial Soil,22 to 36,Summer,Fruit
Saint Kitts and Nevis,Mustard Greens,Black Soil,18 to 28,Dry Season,Leafy Green
Saint Kitts and Nevis,Kale,Alluvial Soil,22 to 29,Summer,Leafy Green
Saint Kitts and Nevis,Cabbage,Laterite Soil,17 to 30,Wet Season,Vegetable
Saint Kitts and Nevis,Jute,Andosol,18 to 25,Rabi,Cash Crop
Saint Kitts and Nevis,Cocoa,Black Soil,16 to 27,Zaid,Beverage
Saint Kitts and Nevis,Saffron,Clayey Soil,17 to 23,Spring,Spice
Saint Kitts and Nevis,Walnut,Volcanic Soil,18 to 23,Kharif,Nut
Saint Kitts and Nevis,Barley,Laterite Soil,21 to 27,Autumn,Cereal
Saint Kitts and Nevis,Garlic,Loamy Soil,21 to 28,Winter,Spice
Saint Kitts and Nevis,Banana,Loamy Soil,15 to 29,Summer,Fruit
Saint Kitts and Nevis,Ginger,Sandy Soil,15 to 29,Zaid,Spice
Saint Kitts and Nevis,Kale,Red Soil,22 to 27,Zaid,Leafy Green
Saint Kitts and Nevis,Peanut,Andosol,20 to 29,Winter,Nut
Saint Kitts and Nevis,Walnut,Clayey Soil,20 to 28,Dry Season,Nut
Saint Kitts and Nevis,Rice,Red Soil,19 to 23,Winter,Cereal
Saint Kitts and Nevis,Cabbage,Laterite Soil,22 to 23,Wet Season,Vegetable
Saint Kitts and Nevis,Mustard Greens,Clayey Soil,18 to 24,Spring,Leafy Green
Saint Kitts and Nevis,Carrot,Loamy Soil,16 to 26,Dry Season,Vegetable
Saint Kitts and Nevis,Sorghum,Laterite Soil,17 to 23,Year-round,Cereal
Saint Kitts and Nevis,Swiss Chard,Red Soil,21 to 25,Dry Season,Leafy Green
Saint Kitts and Nevis,Potato,Andosol,19 to 25,Wet Season,Vegetable
Saint Kitts and Nevis,Swiss Chard,Andosol,22 to 23,Winter,Leafy Green
Saint Kitts and Nevis,Potato,Andosol,15 to 30,Winter,Vegetable
Saint Kitts and Nevis,Lettuce,Black Soil,17 to 25,Year-round,Leafy Green
Saint Kitts and Nevis,Tobacco,Red Soil,15 to 25,Winter,Cash Crop
Saint Kitts and Nevis,Papaya,Red Soil,20 to 26,Spring,Fruit
Saint Kitts and Nevis,Cabbage,Laterite Soil,21 to 26,Kharif,Vegetable
Saint Kitts and Nevis,Cocoa,Red Soil,20 to 26,Autumn,Beverage
Saint Kitts and Nevis,Almond,Clayey Soil,20 to 23,Wet Season,Nut
Saint Kitts and Nevis,Potato,Alluvial Soil,16 to 30,Year-round,Vegetable
Saint Kitts and Nevis,Kale,Sandy Soil,20 to 30,Year-round,Leafy Green
Saint Kitts and Nevis,Cumin,Alluvial Soil,19 to 30,Rabi,Spice
Saint Kitts and Nevis,Coffee,Sandy Soil,16 to 26,Summer,Beverage
Saint Kitts and Nevis,Turmeric,Red Soil,22 to 23,Winter,Spice
Saint Kitts and Nevis,Barley,Black Soil,20 to 28,Zaid,Cereal
Saint Kitts and Nevis,Tobacco,Sandy Soil,18 to 29,Spring,Cash Crop
Saint Kitts and Nevis,Sorghum,Andosol,22 to 27,Wet Season,Cereal
Saint Kitts and Nevis,Swiss Chard,Laterite Soil,20 to 23,Zaid,Leafy Green
Saint Kitts and Nevis,Swiss Chard,Silty Soil,18 to 23,Wet Season,Leafy Green
Saint Kitts and Nevis,Onion,Andosol,21 to 30,Dry Season,Vegetable
Saint Kitts and Nevis,Walnut,Laterite Soil,21 to 28,Spring,Nut
Saint Kitts and Nevis,Carrot,Black Soil,16 to 26,Autumn,Vegetable
Saint Kitts and Nevis,Cashew,Clayey Soil,19 to 29,Zaid,Nut
Saint Kitts and Nevis,Maize,Loamy Soil,21 to 28,Kharif,Cereal
Saint Kitts and Nevis,Lettuce,Laterite Soil,21 to 29,Winter,Leafy Green
Saint Kitts and Nevis,Apple,Laterite Soil,16 to 27,Spring,Fruit
Saint Kitts and Nevis,Tobacco,Andosol,22 to 28,Rabi,Cash Crop
Saint Kitts and Nevis,Kale,Silty Soil,15 to 29,Spring,Leafy Green
Saint Kitts and Nevis,Tobacco,Loamy Soil,21 to 26,Winter,Cash Crop
Saint Kitts and Nevis,Tobacco,Clayey Soil,16 to 25,Wet Season,Cash Crop
Saint Kitts and Nevis,Wheat,Black Soil,22 to 26,Spring,Cereal
Saint Kitts and Nevis,Mustard Greens,Clayey Soil,16 to 27,Winter,Leafy Green
Saint Kitts and Nevis,Ginger,Volcanic Soil,20 to 26,Wet Season,Spice
Saint Kitts and Nevis,Potato,Volcanic Soil,16 to 26,Autumn,Vegetable
Saint Kitts and Nevis,Cocoa,Clayey Soil,21 to 26,Summer,Beverage
Saint Kitts and Nevis,Tobacco,Loamy Soil,21 to 23,Rabi,Cash Crop
Saint Kitts and Nevis,Peanut,Silty Soil,18 to 30,Zaid,Nut
Saint Kitts and Nevis,Sugarcane,Clayey Soil,17 to 26,Zaid,Cash Crop
Saint Kitts and Nevis,Cashew,Red Soil,15 to 26,Summer,Nut
Saint Kitts and Nevis,Almond,Silty Soil,16 to 30,Autumn,Nut
Saint Lucia,Mango,Black Soil,15 to 30,Year-round,Fruit
Saint Lucia,Barley,Clayey Soil,18 to 29,Winter,Cereal
Saint Lucia,Carrot,Black Soil,22 to 23,Wet Season,Vegetable
Saint Lucia,Tea,Laterite Soil,21 to 28,Summer,Beverage
Saint Lucia,Ginger,Alluvial Soil,22 to 24,Summer,Spice
Saint Lucia,Cotton,Andosol,19 to 24,Winter,Cash Crop
Saint Lucia,Coffee,Laterite Soil,16 to 26,Wet Season,Beverage
Saint Lucia,Mustard Greens,Clayey Soil,15 to 29,Winter,Leafy Green
Saint Lucia,Cotton,Black Soil,20 to 24,Year-round,Cash Crop
Saint Lucia,Mango,Alluvial Soil,20 to 27,Summer,Fruit
Saint Lucia,Papaya,Andosol,22 to 25,Year-round,Fruit
Saint Lucia,Coriander,Sandy Soil,22 to 23,Summer,Spice
Saint Lucia,Swiss Chard,Alluvial Soil,17 to 25,Wet Season,Leafy Green
Saint Lucia,Maize,Silty Soil,16 to 27,Summer,Cereal
Saint Lucia,Sugarcane,Clayey Soil,19 to 26,Summer,Cash Crop
Saint Lucia,Saffron,Laterite Soil,15 to 24,Winter,Spice
Saint Lucia,Tobacco,Laterite Soil,20 to 29,Winter,Cash Crop
Saint Lucia,Tobacco,Sandy Soil,18 to 28,Summer,Cash Crop
Saint Lucia,Cotton,Volcanic Soil,22 to 23,Winter,Cash Crop
Saint Lucia,Tomato,Silty Soil,15 to 27,Dry Season,Vegetable
Saint Lucia,Almond,Volcanic Soil,18 to 25,Spring,Nut
Saint Lucia,Jute,Red Soil,17 to 23,Zaid,Cash Crop
Saint Lucia,Tobacco,Andosol,17 to 23,Autumn,Cash Crop
Saint Lucia,Tea,Alluvial Soil,20 to 24,Kharif,Beverage
Saint Lucia,Cashew,Red Soil,21 to 30,Wet Season,Nut
Saint Lucia,Coffee,Silty Soil,19 to 23,Summer,Beverage
Saint Lucia,Walnut,Loamy Soil,17 to 26,Year-round,Nut
Saint Lucia,Jute,Andosol,16 to 28,Year-round,Cash Crop
Saint Lucia,Hazelnut,Volcanic Soil,19 to 24,Dry Season,Nut
Saint Lucia,Tobacco,Alluvial Soil,18 to 27,Autumn,Cash Crop
Saint Lucia,Wheat,Laterite Soil,22 to 24,Rabi,Cereal
Saint Lucia,Cotton,Volcanic Soil,20 to 28,Autumn,Cash Crop
Saint Lucia,Wheat,Black Soil,21 to 25,Spring,Cereal
Saint Lucia,Maize,Volcanic Soil,18 to 30,Autumn,Cereal
Saint Lucia,Cotton,Red Soil,21 to 23,Winter,Cash Crop
Saint Lucia,Coffee,Alluvial Soil,17 to 24,Summer,Beverage
Saint Lucia,Rice,Red Soil,18 to 23,Rabi,Cereal
Saint Lucia,Saffron,Clayey Soil,17 to 28,Wet Season,Spice
Saint Lucia,Turmeric,Sandy Soil,15 to 27,Kharif,Spice
Saint Lucia,Ginger,Alluvial Soil,15 to 23,Autumn,Spice
Saint Lucia,Tobacco,Black Soil,16 to 30,Winter,Cash Crop
Saint Lucia,Wheat,Clayey Soil,19 to 25,Zaid,Cereal
Saint Lucia,Jute,Volcanic Soil,19 to 30,Kharif,Cash Crop
Saint Lucia,Tobacco,Loamy Soil,15 to 24,Wet Season,Cash Crop
Saint Lucia,Lettuce,Loamy Soil,22 to 30,Spring,Leafy Green
Saint Lucia,Tobacco,Laterite Soil,16 to 25,Spring,Cash Crop
Saint Lucia,Cumin,Volcanic Soil,21 to 25,Dry Season,Spice
Saint Lucia,Garlic,Loamy Soil,18 to 30,Year-round,Spice
Saint Lucia,Tea,Red Soil,15 to 23,Summer,Beverage
Saint Lucia,Jute,Red Soil,20 to 27,Spring,Cash Crop
Saint Lucia,Kale,Andosol,18 to 28,Autumn,Leafy Green
Saint Lucia,Lettuce,Alluvial Soil,21 to 27,Wet Season,Leafy Green
Saint Lucia,Peanut,Silty Soil,19 to 26,Autumn,Nut
Saint Lucia,Coffee,Alluvial Soil,15 to 24,Kharif,Beverage
Saint Lucia,Coffee,Sandy Soil,21 to 30,Dry Season,Beverage
Saint Lucia,Peanut,Laterite Soil,22 to 28,Zaid,Nut
Saint Lucia,Jute,Volcanic Soil,19 to 27,Kharif,Cash Crop
Saint Lucia,Hazelnut,Black Soil,20 to 29,Year-round,Nut
Saint Lucia,Cumin,Laterite Soil,20 to 24,Year-round,Spice
Saint Lucia,Spinach,Silty Soil,22 to 30,Year-round,Vegetable
Saint Vincent and the Grenadines,Jute,Laterite Soil,21 to 30,Autumn,Cash Crop
Saint Vincent and the Grenadines,Cocoa,Loamy Soil,22 to 25,Dry Season,Beverage
Saint Vincent and the Grenadines,Coffee,Andosol,21 to 27,Zaid,Beverage
Saint Vincent and the Grenadines,Carrot,Sandy Soil,18 to 26,Rabi,Vegetable
Saint Vincent and the Grenadines,Cabbage,Laterite Soil,17 to 29,Autumn,Vegetable
Saint Vincent and the Grenadines,Kale,Laterite Soil,17 to 26,Rabi,Leafy Green
Saint Vincent and the Grenadines,Spinach,Sandy Soil,21 to 28,Wet Season,Vegetable
Saint Vincent and the Grenadines,Saffron,Black Soil,15 to 25,Wet Season,Spice
Saint Vincent and the Grenadines,Garlic,Clayey Soil,22 to 25,Zaid,Spice
Saint Vincent and the Grenadines,Almond,Sandy Soil,22 to 25,Spring,Nut
Saint Vincent and the Grenadines,Peanut,Clayey Soil,19 to 29,Autumn,Nut
Saint Vincent and the Grenadines,Tea,Andosol,16 to 30,Kharif,Beverage
Saint Vincent and the Grenadines,Spinach,Laterite Soil,18 to 25,Kharif,Vegetable
Saint Vincent and the Grenadines,Mustard Greens,Laterite Soil,20 to 24,Summer,Leafy Green
Saint Vincent and the Grenadines,Carrot,Laterite Soil,18 to 23,Winter,Vegetable
Saint Vincent and the Grenadines,Coffee,Andosol,19 to 26,Dry Season,Beverage
Saint Vincent and the Grenadines,Tomato,Silty Soil,16 to 29,Zaid,Vegetable
Saint Vincent and the Grenadines,Mustard Greens,Silty Soil,16 to 29,Rabi,Leafy Green
Saint Vincent and the Grenadines,Swiss Chard,Laterite Soil,19 to 26,Summer,Leafy Green
Saint Vincent and the Grenadines,Mustard Greens,Laterite Soil,16 to 28,Year-round,Leafy Green
Saint Vincent and the Grenadines,Peanut,Loamy Soil,21 to 24,Summer,Nut
Saint Vincent and the Grenadines,Mango,Red Soil,15 to 23,Autumn,Fruit
Saint Vincent and the Grenadines,Sugarcane,Sandy Soil,17 to 24,Summer,Cash Crop
Saint Vincent and the Grenadines,Wheat,Loamy Soil,21 to 30,Autumn,Cereal
Saint Vincent and the Grenadines,Millet,Black Soil,18 to 25,Year-round,Cereal
Saint Vincent and the Grenadines,Turmeric,Alluvial Soil,18 to 25,Spring,Spice
Saint Vincent and the Grenadines,Coriander,Black Soil,21 to 30,Autumn,Spice
Saint Vincent and the Grenadines,Apple,Andosol,19 to 30,Summer,Fruit
Saint Vincent and the Grenadines,Spinach,Alluvial Soil,20 to 28,Summer,Vegetable
Saint Vincent and the Grenadines,Grapes,Black Soil,17 to 28,Dry Season,Fruit
Saint Vincent and the Grenadines,Sorghum,Loamy Soil,16 to 29,Spring,Cereal
Saint Vincent and the Grenadines,Tea,Volcanic Soil,17 to 30,Summer,Beverage
Saint Vincent and the Grenadines,Walnut,Silty Soil,19 to 29,Rabi,Nut
Saint Vincent and the Grenadines,Cabbage,Red Soil,15 to 24,Zaid,Vegetable
Saint Vincent and the Grenadines,Cumin,Alluvial Soil,15 to 24,Wet Season,Spice
Saint Vincent and the Grenadines,Pistachio,Loamy Soil,20 to 24,Winter,Nut
Saint Vincent and the Grenadines,Kale,Andosol,18 to 27,Wet Season,Leafy Green
Saint Vincent and the Grenadines,Sugarcane,Red Soil,18 to 26,Spring,Cash Crop
Saint Vincent and the Grenadines,Potato,Alluvial Soil,20 to 24,Zaid,Vegetable
Saint Vincent and the Grenadines,Sorghum,Laterite Soil,19 to 30,Kharif,Cereal
Saint Vincent and the Grenadines,Sorghum,Sandy Soil,19 to 27,Summer,Cereal
Saint Vincent and the Grenadines,Grapes,Black Soil,17 to 26,Autumn,Fruit
Saint Vincent and the Grenadines,Lettuce,Sandy Soil,21 to 28,Summer,Leafy Green
Saint Vincent and the Grenadines,Cashew,Volcanic Soil,16 to 28,Zaid,Nut
Saint Vincent and the Grenadines,Coffee,Clayey Soil,21 to 23,Kharif,Beverage
Saint Vincent and the Grenadines,Coffee,Silty Soil,22 to 28,Spring,Beverage
Saint Vincent and the Grenadines,Cashew,Black Soil,20 to 27,Spring,Nut
Saint Vincent and the Grenadines,Lettuce,Silty Soil,20 to 25,Year-round,Leafy Green
Saint Vincent and the Grenadines,Carrot,Andosol,15 to 24,Autumn,Vegetable
Saint Vincent and the Grenadines,Swiss Chard,Andosol,17 to 27,Summer,Leafy Green
Saint Vincent and the Grenadines,Sugarcane,Silty Soil,19 to 28,Year-round,Cash Crop
Saint Vincent and the Grenadines,Cumin,Laterite Soil,18 to 25,Autumn,Spice
Saint Vincent and the Grenadines,Cotton,Alluvial Soil,17 to 28,Zaid,Cash Crop
Saint Vincent and the Grenadines,Cashew,Red Soil,21 to 26,Summer,Nut
Saint Vincent and the Grenadines,Mustard Greens,Clayey Soil,18 to 25,Zaid,Leafy Green
Saint Vincent and the Grenadines,Onion,Black Soil,18 to 25,Year-round,Vegetable
Saint Vincent and the Grenadines,Coffee,Volcanic Soil,21 to 29,Rabi,Beverage
Saint Vincent and the Grenadines,Pistachio,Alluvial Soil,19 to 28,Spring,Nut
Saint Vincent and the Grenadines,Coffee,Loamy Soil,19 to 24,Dry Season,Beverage
Saint Vincent and the Grenadines,Spinach,Black Soil,19 to 24,Wet Season,Vegetable
Samoa,Cumin,Laterite Soil,15 to 26,Summer,Spice
Samoa,Banana,Laterite Soil,21 to 27,Dry Season,Fruit
Samoa,Sorghum,Andosol,17 to 24,Kharif,Cereal
Samoa,Orange,Clayey Soil,21 to 24,Summer,Fruit
Samoa,Almond,Laterite Soil,19 to 27,Kharif,Nut
Samoa,Apple,Alluvial Soil,18 to 29,Summer,Fruit
Samoa,Carrot,Alluvial Soil,17 to 27,Zaid,Vegetable
Samoa,Tobacco,Black Soil,15 to 25,Dry Season,Cash Crop
Samoa,Cabbage,Alluvial Soil,21 to 23,Year-round,Vegetable
Samoa,Tea,Black Soil,20 to 24,Wet Season,Beverage
Samoa,Carrot,Laterite Soil,16 to 23,Winter,Vegetable
Samoa,Coffee,Black Soil,22 to 28,Autumn,Beverage
Samoa,Spinach,Laterite Soil,21 to 23,Spring,Vegetable
Samoa,Grapes,Loamy Soil,17 to 30,Kharif,Fruit
Samoa,Cocoa,Silty Soil,19 to 25,Rabi,Beverage
Samoa,Ginger,Sandy Soil,15 to 25,Autumn,Spice
Samoa,Sorghum,Alluvial Soil,19 to 25,Summer,Cereal
Samoa,Lettuce,Sandy Soil,19 to 25,Spring,Leafy Green
Samoa,Tomato,Sandy Soil,15 to 30,Summer,Vegetable
Samoa,Peanut,Andosol,16 to 24,Dry Season,Nut
Samoa,Pistachio,Laterite Soil,22 to 24,Autumn,Nut
Samoa,Jute,Sandy Soil,22 to 29,Zaid,Cash Crop
Samoa,Kale,Loamy Soil,22 to 24,Autumn,Leafy Green
Samoa,Apple,Silty Soil,22 to 29,Summer,Fruit
Samoa,Mango,Red Soil,15 to 27,Year-round,Fruit
Samoa,Kale,Silty Soil,20 to 29,Year-round,Leafy Green
Samoa,Cabbage,Silty Soil,18 to 25,Year-round,Vegetable
Samoa,Mango,Sandy Soil,20 to 26,Zaid,Fruit
Samoa,Cashew,Silty Soil,17 to 26,Dry Season,Nut
Samoa,Tomato,Loamy Soil,15 to 23,Year-round,Vegetable
Samoa,Swiss Chard,Laterite Soil,17 to 28,Summer,Leafy Green
Samoa,Tea,Black Soil,16 to 27,Autumn,Beverage
Samoa,Walnut,Black Soil,21 to 29,Year-round,Nut
Samoa,Cocoa,Red Soil,17 to 29,Dry Season,Beverage
Samoa,Saffron,Red Soil,18 to 27,Spring,Spice
Samoa,Banana,Andosol,15 to 29,Spring,Fruit
Samoa,Banana,Clayey Soil,22 to 26,Autumn,Fruit
Samoa,Kale,Loamy Soil,22 to 29,Summer,Leafy Green
Samoa,Coffee,Black Soil,16 to 27,Autumn,Beverage
Samoa,Sugarcane,Clayey Soil,16 to 25,Dry Season,Cash Crop
Samoa,Jute,Clayey Soil,19 to 30,Winter,Cash Crop
Samoa,Swiss Chard,Silty Soil,20 to 24,Zaid,Leafy Green
Samoa,Cumin,Red Soil,15 to 28,Rabi,Spice
Samoa,Almond,Loamy Soil,15 to 30,Summer,Nut
Samoa,Banana,Red Soil,16 to 24,Spring,Fruit
Samoa,Tea,Volcanic Soil,21 to 27,Spring,Beverage
Samoa,Hazelnut,Black Soil,17 to 26,Dry Season,Nut
Samoa,Hazelnut,Volcanic Soil,15 to 30,Winter,Nut
Samoa,Onion,Silty Soil,19 to 29,Zaid,Vegetable
Samoa,Tobacco,Black Soil,21 to 23,Wet Season,Cash Crop
Samoa,Garlic,Volcanic Soil,21 to 27,Rabi,Spice
Samoa,Tobacco,Sandy Soil,21 to 28,Kharif,Cash Crop
Samoa,Kale,Volcanic Soil,17 to 30,Rabi,Leafy Green
Samoa,Kale,Clayey Soil,18 to 30,Spring,Leafy Green
Samoa,Peanut,Andosol,17 to 23,Wet Season,Nut
Samoa,Mustard Greens,Silty Soil,19 to 27,Year-round,Leafy Green
Samoa,Kale,Silty Soil,20 to 26,Summer,Leafy Green
Samoa,Coffee,Andosol,19 to 27,Autumn,Beverage
Samoa,Sugarcane,Volcanic Soil,21 to 25,Winter,Cash Crop
Samoa,Swiss Chard,Black Soil,22 to 23,Spring,Leafy Green
San Marino,Coriander,Laterite Soil,5 to 14,Summer,Spice
San Marino,Tea,Loamy Soil,7 to 17,Zaid,Beverage
San Marino,Coffee,Silty Soil,12 to 18,Kharif,Beverage
San Marino,Ginger,Laterite Soil,11 to 18,Spring,Spice
San Marino,Carrot,Laterite Soil,12 to 13,Spring,Vegetable
San Marino,Coffee,Silty Soil,10 to 15,Year-round,Beverage
San Marino,Garlic,Black Soil,10 to 17,Spring,Spice
San Marino,Cotton,Andosol,5 to 17,Kharif,Cash Crop
San Marino,Sugarcane,Clayey Soil,6 to 14,Wet Season,Cash Crop
San Marino,Barley,Black Soil,10 to 14,Winter,Cereal
San Marino,Saffron,Sandy Soil,5 to 18,Year-round,Spice
San Marino,Coffee,Laterite Soil,8 to 17,Year-round,Beverage
San Marino,Swiss Chard,Loamy Soil,11 to 16,Zaid,Leafy Green
San Marino,Orange,Volcanic Soil,11 to 14,Winter,Fruit
San Marino,Ginger,Silty Soil,11 to 15,Kharif,Spice
San Marino,Mustard Greens,Clayey Soil,5 to 18,Wet Season,Leafy Green
San Marino,Sugarcane,Andosol,7 to 16,Dry Season,Cash Crop
San Marino,Tea,Andosol,12 to 18,Wet Season,Beverage
San Marino,Cotton,Red Soil,7 to 15,Winter,Cash Crop
San Marino,Jute,Black Soil,10 to 17,Kharif,Cash Crop
San Marino,Kale,Sandy Soil,12 to 15,Summer,Leafy Green
San Marino,Walnut,Black Soil,6 to 17,Kharif,Nut
San Marino,Peanut,Alluvial Soil,6 to 13,Winter,Nut
San Marino,Garlic,Laterite Soil,11 to 18,Kharif,Spice
San Marino,Cotton,Volcanic Soil,6 to 14,Dry Season,Cash Crop
San Marino,Almond,Black Soil,6 to 14,Summer,Nut
San Marino,Orange,Loamy Soil,9 to 13,Rabi,Fruit
San Marino,Apple,Loamy Soil,9 to 13,Winter,Fruit
San Marino,Apple,Black Soil,7 to 15,Dry Season,Fruit
San Marino,Pistachio,Laterite Soil,6 to 18,Wet Season,Nut
San Marino,Wheat,Sandy Soil,7 to 14,Rabi,Cereal
San Marino,Cotton,Volcanic Soil,10 to 17,Spring,Cash Crop
San Marino,Sugarcane,Andosol,8 to 14,Summer,Cash Crop
San Marino,Hazelnut,Sandy Soil,10 to 17,Wet Season,Nut
San Marino,Swiss Chard,Sandy Soil,7 to 13,Summer,Leafy Green
San Marino,Turmeric,Volcanic Soil,10 to 18,Summer,Spice
San Marino,Saffron,Andosol,11 to 13,Kharif,Spice
San Marino,Jute,Volcanic Soil,8 to 15,Dry Season,Cash Crop
San Marino,Apple,Sandy Soil,9 to 17,Winter,Fruit
San Marino,Jute,Silty Soil,10 to 18,Dry Season,Cash Crop
San Marino,Almond,Laterite Soil,11 to 15,Zaid,Nut
San Marino,Lettuce,Sandy Soil,12 to 17,Rabi,Leafy Green
San Marino,Turmeric,Sandy Soil,9 to 16,Kharif,Spice
San Marino,Maize,Black Soil,8 to 17,Autumn,Cereal
San Marino,Papaya,Alluvial Soil,5 to 18,Winter,Fruit
San Marino,Lettuce,Clayey Soil,11 to 15,Rabi,Leafy Green
San Marino,Potato,Sandy Soil,11 to 16,Year-round,Vegetable
San Marino,Cumin,Red Soil,10 to 16,Kharif,Spice
San Marino,Pistachio,Laterite Soil,5 to 15,Winter,Nut
San Marino,Sugarcane,Loamy Soil,8 to 17,Autumn,Cash Crop
San Marino,Ginger,Black Soil,9 to 14,Summer,Spice
San Marino,Hazelnut,Sandy Soil,8 to 15,Dry Season,Nut
San Marino,Coffee,Black Soil,10 to 14,Summer,Beverage
San Marino,Kale,Black Soil,12 to 18,Year-round,Leafy Green
San Marino,Cabbage,Andosol,12 to 16,Kharif,Vegetable
San Marino,Tea,Alluvial Soil,11 to 15,Spring,Beverage
San Marino,Kale,Black Soil,12 to 16,Autumn,Leafy Green
San Marino,Mango,Loamy Soil,8 to 13,Year-round,Fruit
San Marino,Cumin,Andosol,5 to 18,Summer,Spice
San Marino,Saffron,Laterite Soil,12 to 17,Zaid,Spice
Sao Tome and Principe,Cumin,Sandy Soil,15 to 29,Spring,Spice
Sao Tome and Principe,Pistachio,Loamy Soil,16 to 26,Winter,Nut
Sao Tome and Principe,Orange,Red Soil,22 to 27,Zaid,Fruit
Sao Tome and Principe,Carrot,Silty Soil,15 to 30,Kharif,Vegetable
Sao Tome and Principe,Grapes,Sandy Soil,17 to 23,Dry Season,Fruit
Sao Tome and Principe,Banana,Black Soil,16 to 26,Zaid,Fruit
Sao Tome and Principe,Apple,Volcanic Soil,19 to 28,Zaid,Fruit
Sao Tome and Principe,Pistachio,Volcanic Soil,19 to 28,Kharif,Nut
Sao Tome and Principe,Banana,Loamy Soil,22 to 24,Spring,Fruit
Sao Tome and Principe,Rice,Silty Soil,21 to 24,Winter,Cereal
Sao Tome and Principe,Coffee,Sandy Soil,16 to 28,Wet Season,Beverage
Sao Tome and Principe,Tomato,Red Soil,20 to 29,Autumn,Vegetable
Sao Tome and Principe,Maize,Red Soil,18 to 28,Zaid,Cereal
Sao Tome and Principe,Cabbage,Alluvial Soil,15 to 30,Kharif,Vegetable
Sao Tome and Principe,Jute,Clayey Soil,16 to 26,Zaid,Cash Crop
Sao Tome and Principe,Banana,Silty Soil,16 to 29,Zaid,Fruit
Sao Tome and Principe,Jute,Silty Soil,20 to 25,Summer,Cash Crop
Sao Tome and Principe,Mustard Greens,Clayey Soil,21 to 23,Winter,Leafy Green
Sao Tome and Principe,Almond,Sandy Soil,22 to 23,Dry Season,Nut
Sao Tome and Principe,Kale,Andosol,22 to 30,Dry Season,Leafy Green
Sao Tome and Principe,Lettuce,Loamy Soil,18 to 24,Autumn,Leafy Green
Sao Tome and Principe,Sugarcane,Andosol,17 to 27,Autumn,Cash Crop
Sao Tome and Principe,Tea,Red Soil,19 to 26,Summer,Beverage
Sao Tome and Principe,Turmeric,Laterite Soil,18 to 29,Dry Season,Spice
Sao Tome and Principe,Cocoa,Alluvial Soil,15 to 27,Wet Season,Beverage
Sao Tome and Principe,Maize,Laterite Soil,19 to 28,Wet Season,Cereal
Sao Tome and Principe,Banana,Red Soil,18 to 23,Year-round,Fruit
Sao Tome and Principe,Jute,Clayey Soil,20 to 28,Year-round,Cash Crop
Sao Tome and Principe,Lettuce,Laterite Soil,16 to 27,Winter,Leafy Green
Sao Tome and Principe,Sugarcane,Clayey Soil,22 to 26,Summer,Cash Crop
Sao Tome and Principe,Onion,Andosol,22 to 28,Autumn,Vegetable
Sao Tome and Principe,Coriander,Alluvial Soil,22 to 26,Winter,Spice
Sao Tome and Principe,Walnut,Alluvial Soil,16 to 27,Winter,Nut
Sao Tome and Principe,Potato,Volcanic Soil,18 to 30,Autumn,Vegetable
Sao Tome and Principe,Cocoa,Silty Soil,18 to 23,Autumn,Beverage
Sao Tome and Principe,Tea,Alluvial Soil,16 to 26,Summer,Beverage
Sao Tome and Principe,Potato,Black Soil,20 to 29,Zaid,Vegetable
Sao Tome and Principe,Hazelnut,Silty Soil,17 to 27,Zaid,Nut
Sao Tome and Principe,Cumin,Black Soil,17 to 30,Dry Season,Spice
Sao Tome and Principe,Cocoa,Andosol,22 to 27,Spring,Beverage
Sao Tome and Principe,Coriander,Volcanic Soil,22 to 27,Dry Season,Spice
Sao Tome and Principe,Tea,Loamy Soil,22 to 29,Dry Season,Beverage
Sao Tome and Principe,Potato,Laterite Soil,18 to 28,Kharif,Vegetable
Sao Tome and Principe,Swiss Chard,Laterite Soil,20 to 25,Kharif,Leafy Green
Sao Tome and Principe,Barley,Silty Soil,15 to 30,Spring,Cereal
Sao Tome and Principe,Barley,Clayey Soil,18 to 25,Autumn,Cereal
